x,cauchy,dog_leg
132,4.061397492240060,4.046845978350248
133,4.061286696915874,4.046690023703811
134,4.061175875561456,4.046534013044186
135,4.061065028163634,4.046377946331127
136,4.060954154709226,4.046221823524342
137,4.060843255185041,4.046065644583500
138,4.060732329577874,4.045909409468221
139,4.060621377874511,4.045753118138087
140,4.060510400061728,4.045596770552634
141,4.060399396126288,4.045440366671351
142,4.060288366054944,4.045283906453690
143,4.060177309834440,4.045127389859053
144,4.060066227451508,4.044970816846803
145,4.059955118892868,4.044814187376254
146,4.059843984145231,4.044657501406681
147,4.059732823195294,4.044500758897310
148,4.059621636029749,4.044343959807327
149,4.059510422635271,4.044187104095874
150,4.059399182998527,4.044030191722044
151,4.059287917106174,4.043873222644890
152,4.059176624944854,4.043716196823418
153,4.059065306501203,4.043559114216592
154,4.058953961761844,4.043401974783330
155,4.058842590713389,4.043244778482506
156,4.058731193342437,4.043087525272948
157,4.058619769635580,4.042930215113440
158,4.058508319579397,4.042772847962723
159,4.058396843160454,4.042615423779490
160,4.058285340365311,4.042457942522392
161,4.058173811180510,4.042300404150033
162,4.058062255592590,4.042142808620972
163,4.057950673588073,4.041985155893725
164,4.057839065153471,4.041827445926760
165,4.057727430275286,4.041669678678502
166,4.057615768940011,4.041511854107329
167,4.057504081134121,4.041353972171574
168,4.057392366844089,4.041196032829527
169,4.057280626056369,4.041038036039429
170,4.057168858757408,4.040879981759477
171,4.057057064933641,4.040721869947822
172,4.056945244571492,4.040563700562569
173,4.056833397657373,4.040405473561780
174,4.056721524177686,4.040247188903467
175,4.056609624118821,4.040088846545599
176,4.056497697467156,4.039930446446097
177,4.056385744209060,4.039771988562837
178,4.056273764330888,4.039613472853651
179,4.056161757818987,4.039454899276319
180,4.056049724659690,4.039296267788582
181,4.055937664839320,4.039137578348129
182,4.055825578344187,4.038978830912606
183,4.055713465160592,4.038820025439610
184,4.055601325274823,4.038661161886694
185,4.055489158673160,4.038502240211362
186,4.055376965341865,4.038343260371074
187,4.055264745267195,4.038184222323242
188,4.055152498435392,4.038025126025229
189,4.055040224832690,4.037865971434354
190,4.054927924445307,4.037706758507889
191,4.054815597259454,4.037547487203058
192,4.054703243261327,4.037388157477039
193,4.054590862437113,4.037228769286960
194,4.054478454772987,4.037069322589906
195,4.054366020255111,4.036909817342911
196,4.054253558869639,4.036750253502964
197,4.054141070602708,4.036590631027006
198,4.054028555440450,4.036430949871931
199,4.053916013368981,4.036271209994582
200,4.053803444374405,4.036111411351761
201,4.053690848442819,4.035951553900215
202,4.053578225560303,4.035791637596650
203,4.053465575712930,4.035631662397718
204,4.053352898886758,4.035471628260029
205,4.053240195067836,4.035311535140139
206,4.053127464242199,4.035151382994562
207,4.053014706395873,4.034991171779758
208,4.052901921514870,4.034830901452144
209,4.052789109585191,4.034670571968085
210,4.052676270592826,4.034510183283899
211,4.052563404523754,4.034349735355858
212,4.052450511363939,4.034189228140181
213,4.052337591099338,4.034028661593041
214,4.052224643715891,4.033868035670563
215,4.052111669199531,4.033707350328821
216,4.051998667536178,4.033546605523843
217,4.051885638711737,4.033385801211606
218,4.051772582712106,4.033224937348041
219,4.051659499523168,4.033064013889025
220,4.051546389130794,4.032903030790390
221,4.051433251520847,4.032741988007919
222,4.051320086679175,4.032580885497342
223,4.051206894591613,4.032419723214346
224,4.051093675243986,4.032258501114562
225,4.050980428622108,4.032097219153576
226,4.050867154711780,4.031935877286922
227,4.050753853498792,4.031774475470087
228,4.050640524968919,4.031613013658506
229,4.050527169107927,4.031451491807565
230,4.050413785901571,4.031289909872600
231,4.050300375335591,4.031128267808900
232,4.050186937395717,4.030966565571700
233,4.050073472067666,4.030804803116186
234,4.049959979337143,4.030642980397495
235,4.049846459189843,4.030481097370714
236,4.049732911611446,4.030319153990879
237,4.049619336587623,4.030157150212976
238,4.049505734104030,4.029995085991940
239,4.049392104146312,4.029832961282657
240,4.049278446700104,4.029670776039961
241,4.049164761751025,4.029508530218635
242,4.049051049284685,4.029346223773413
243,4.048937309286681,4.029183856658978
244,4.048823541742598,4.029021428829962
245,4.048709746638008,4.028858940240944
246,4.048595923958471,4.028696390846456
247,4.048482073689536,4.028533780600974
248,4.048368195816740,4.028371109458928
249,4.048254290325604,4.028208377374694
250,4.048140357201643,4.028045584302596
251,4.048026396430354,4.027882730196909
252,4.047912407997225,4.027719815011855
253,4.047798391887730,4.027556838701604
254,4.047684348087333,4.027393801220276
255,4.047570276581484,4.027230702521938
256,4.047456177355620,4.027067542560605
257,4.047342050395168,4.026904321290243
258,4.047227895685540,4.026741038664763
259,4.047113713212139,4.026577694638025
260,4.046999502960350,4.026414289163836
261,4.046885264915552,4.026250822195953
262,4.046770999063109,4.026087293688080
263,4.046656705388371,4.025923703593867
264,4.046542383876679,4.025760051866913
265,4.046428034513357,4.025596338460766
266,4.046313657283721,4.025432563328920
267,4.046199252173071,4.025268726424813
268,4.046084819166698,4.025104827701838
269,4.045970358249878,4.024940867113328
270,4.045855869407876,4.024776844612567
271,4.045741352625941,4.024612760152784
272,4.045626807889314,4.024448613687158
273,4.045512235183222,4.024284405168811
274,4.045397634492878,4.024120134550815
275,4.045283005803483,4.023955801786188
276,4.045168349100227,4.023791406827892
277,4.045053664368285,4.023626949628841
278,4.044938951592822,4.023462430141890
279,4.044824210758987,4.023297848319842
280,4.044709441851920,4.023133204115450
281,4.044594644856746,4.022968497481407
282,4.044479819758577,4.022803728370357
283,4.044364966542513,4.022638896734891
284,4.044250085193643,4.022474002527539
285,4.044135175697042,4.022309045700784
286,4.044020238037770,4.022144026207053
287,4.043905272200877,4.021978943998717
288,4.043790278171400,4.021813799028095
289,4.043675255934362,4.021648591247449
290,4.043560205474773,4.021483320608988
291,4.043445126777634,4.021317987064868
292,4.043330019827927,4.021152590567188
293,4.043214884610626,4.020987131067992
294,4.043099721110689,4.020821608519271
295,4.042984529313064,4.020656022872960
296,4.042869309202684,4.020490374080941
297,4.042754060764469,4.020324662095037
298,4.042638783983329,4.020158886867019
299,4.042523478844156,4.019993048348603
300,4.042408145331835,4.019827146491447
301,4.042292783431233,4.019661181247155
302,4.042177393127205,4.019495152567277
303,4.042061974404596,4.019329060403306
304,4.041946527248235,4.019162904706679
305,4.041831051642938,4.018996685428777
306,4.041715547573510,4.018830402520927
307,4.041600015024742,4.018664055934400
308,4.041484453981410,4.018497645620407
309,4.041368864428281,4.018331171530108
310,4.041253246350104,4.018164633614605
311,4.041137599731618,4.017998031824943
312,4.041021924557549,4.017831366112111
313,4.040906220812609,4.017664636427041
314,4.040790488481496,4.017497842720610
315,4.040674727548895,4.017330984943638
316,4.040558937999480,4.017164063046887
317,4.040443119817909,4.016997076981064
318,4.040327272988828,4.016830026696819
319,4.040211397496871,4.016662912144742
320,4.040095493326656,4.016495733275369
321,4.039979560462790,4.016328490039180
322,4.039863598889865,4.016161182386595
323,4.039747608592461,4.015993810267976
324,4.039631589555144,4.015826373633632
325,4.039515541762468,4.015658872433810
326,4.039399465198970,4.015491306618702
327,4.039283359849177,4.015323676138441
328,4.039167225697604,4.015155980943102
329,4.039051062728746,4.014988220982706
330,4.038934870927092,4.014820396207210
331,4.038818650277114,4.014652506566517
332,4.038702400763270,4.014484552010471
333,4.038586122370006,4.014316532488859
334,4.038469815081753,4.014148447951407
335,4.038353478882931,4.013980298347784
336,4.038237113757943,4.013812083627601
337,4.038120719691181,4.013643803740411
338,4.038004296667024,4.013475458635707
339,4.037887844669835,4.013307048262923
340,4.037771363683965,4.013138572571435
341,4.037654853693750,4.012970031510561
342,4.037538314683515,4.012801425029557
343,4.037421746637570,4.012632753077623
344,4.037305149540208,4.012464015603900
345,4.037188523375714,4.012295212557466
346,4.037071868128357,4.012126343887344
347,4.036955183782390,4.011957409542494
348,4.036838470322055,4.011788409471819
349,4.036721727731581,4.011619343624161
350,4.036604955995180,4.011450211948302
351,4.036488155097052,4.011281014392965
352,4.036371325021385,4.011111750906814
353,4.036254465752349,4.010942421438450
354,4.036137577274104,4.010773025936417
355,4.036020659570795,4.010603564349196
356,4.035903712626553,4.010434036625211
357,4.035786736425493,4.010264442712823
358,4.035669730951720,4.010094782560332
359,4.035552696189322,4.009925056115980
360,4.035435632122375,4.009755263327946
361,4.035318538734940,4.009585404144350
362,4.035201416011065,4.009415478513251
363,4.035084263934784,4.009245486382644
364,4.034967082490114,4.009075427700467
365,4.034849871661063,4.008905302414595
366,4.034732631431620,4.008735110472841
367,4.034615361785764,4.008564851822959
368,4.034498062707457,4.008394526412638
369,4.034380734180650,4.008224134189509
370,4.034263376189276,4.008053675101139
371,4.034145988717258,4.007883149095034
372,4.034028571748501,4.007712556118639
373,4.033911125266899,4.007541896119336
374,4.033793649256331,4.007371169044446
375,4.033676143700659,4.007200374841226
376,4.033558608583735,4.007029513456872
377,4.033441043889395,4.006858584838518
378,4.033323449601460,4.006687588933236
379,4.033205825703738,4.006516525688033
380,4.033088172180022,4.006345395049856
381,4.032970489014092,4.006174196965589
382,4.032852776189711,4.006002931382051
383,4.032735033690629,4.005831598246001
384,4.032617261500584,4.005660197504132
385,4.032499459603296,4.005488729103077
386,4.032381627982473,4.005317192989404
387,4.032263766621807,4.005145589109617
388,4.032145875504979,4.004973917410158
389,4.032027954615650,4.004802177837406
390,4.031910003937471,4.004630370337673
391,4.031792023454076,4.004458494857213
392,4.031674013149088,4.004286551342210
393,4.031555973006111,4.004114539738787
394,4.031437903008738,4.003942459993005
395,4.031319803140545,4.003770312050857
396,4.031201673385095,4.003598095858275
397,4.031083513725938,4.003425811361124
398,4.030965324146605,4.003253458505207
399,4.030847104630614,4.003081037236259
400,4.030728855161472,4.002908547499956
401,4.030610575722668,4.002735989241903
402,4.030492266297675,4.002563362407645
403,4.030373926869955,4.002390666942659
404,4.030255557422953,4.002217902792358
405,4.030137157940102,4.002045069902091
406,4.030018728404814,4.001872168217140
407,4.029900268800493,4.001699197682723
408,4.029781779110526,4.001526158243991
409,4.029663259318284,4.001353049846031
410,4.029544709407125,4.001179872433863
411,4.029426129360389,4.001006625952443
412,4.029307519161406,4.000833310346660
413,4.029188878793486,4.000659925561335
414,4.029070208239930,4.000486471541226
415,4.028951507484019,4.000312948231024
416,4.028832776509020,4.000139355575355
417,4.028714015298188,3.999965693518775
418,4.028595223834760,3.999791962005776
419,4.028476402101958,3.999618160980783
420,4.028357550082991,3.999444290388154
421,4.028238667761054,3.999270350172180
422,4.028119755119323,3.999096340277087
423,4.028000812140960,3.998922260647031
424,4.027881838809116,3.998748111226103
425,4.027762835106922,3.998573891958325
426,4.027643801017496,3.998399602787654
427,4.027524736523942,3.998225243657977
428,4.027405641609346,3.998050814513114
429,4.027286516256781,3.997876315296820
430,4.027167360449305,3.997701745952777
431,4.027048174169958,3.997527106424605
432,4.026928957401769,3.997352396655852
433,4.026809710127750,3.997177616589999
434,4.026690432330895,3.997002766170458
435,4.026571123994188,3.996827845340575
436,4.026451785100593,3.996652854043624
437,4.026332415633061,3.996477792222814
438,4.026213015574529,3.996302659821283
439,4.026093584907914,3.996127456782101
440,4.025974123616122,3.995952183048268
441,4.025854631682043,3.995776838562718
442,4.025735109088551,3.995601423268312
443,4.025615555818503,3.995425937107845
444,4.025495971854743,3.995250380024040
445,4.025376357180098,3.995074751959553
446,4.025256711777380,3.994899052856968
447,4.025137035629386,3.994723282658801
448,4.025017328718897,3.994547441307498
449,4.024897591028679,3.994371528745435
450,4.024777822541481,3.994195544914917
451,4.024658023240038,3.994019489758181
452,4.024538193107070,3.993843363217391
453,4.024418332125278,3.993667165234643
454,4.024298440277352,3.993490895751961
455,4.024178517545963,3.993314554711299
456,4.024058563913766,3.993138142054541
457,4.023938579363405,3.992961657723498
458,4.023818563877501,3.992785101659913
459,4.023698517438666,3.992608473805455
460,4.023578440029492,3.992431774101725
461,4.023458331632559,3.992255002490250
462,4.023338192230427,3.992078158912487
463,4.023218021805642,3.991901243309820
464,4.023097820340735,3.991724255623563
465,4.022977587818221,3.991547195794958
466,4.022857324220598,3.991370063765175
467,4.022737029530349,3.991192859475311
468,4.022616703729941,3.991015582866393
469,4.022496346801825,3.990838233879373
470,4.022375958728436,3.990660812455133
471,4.022255539492193,3.990483318534481
472,4.022135089075499,3.990305752058155
473,4.022014607460740,3.990128112966816
474,4.021894094630290,3.989950401201056
475,4.021773550566501,3.989772616701392
476,4.021652975251715,3.989594759408269
477,4.021532368668252,3.989416829262060
478,4.021411730798421,3.989238826203060
479,4.021291061624511,3.989060750171496
480,4.021170361128799,3.988882601107519
481,4.021049629293540,3.988704378951206
482,4.020928866100980,3.988526083642561
483,4.020808071533343,3.988347715121513
484,4.020687245572837,3.988169273327920
485,4.020566388201660,3.987990758201562
486,4.020445499401985,3.987812169682147
487,4.020324579155976,3.987633507709309
488,4.020203627445777,3.987454772222605
489,4.020082644253516,3.987275963161519
490,4.019961629561305,3.987097080465462
491,4.019840583351240,3.986918124073767
492,4.019719505605400,3.986739093925693
493,4.019598396305849,3.986559989960425
494,4.019477255434632,3.986380812117073
495,4.019356082973781,3.986201560334669
496,4.019234878905308,3.986022234552171
497,4.019113643211210,3.985842834708463
498,4.018992375873469,3.985663360742350
499,4.018871076874048,3.985483812592564
500,4.018749746194895,3.985304190197760
501,4.018628383817942,3.985124493496516
502,4.018506989725100,3.984944722427335
503,4.018385563898271,3.984764876928644
504,4.018264106319334,3.984584956938791
505,4.018142616970153,3.984404962396050
506,4.018021095832577,3.984224893238618
507,4.017899542888437,3.984044749404613
508,4.017777958119547,3.983864530832078
509,4.017656341507704,3.983684237458979
510,4.017534693034690,3.983503869223203
511,4.017413012682270,3.983323426062561
512,4.017291300432189,3.983142907914786
513,4.017169556266179,3.982962314717533
514,4.017047780165954,3.982781646408381
515,4.016925972113209,3.982600902924829
516,4.016804132089626,3.982420084204298
517,4.016682260076867,3.982239190184133
518,4.016560356056578,3.982058220801598
519,4.016438420010389,3.981877175993881
520,4.016316451919911,3.981696055698090
521,4.016194451766740,3.981514859851254
522,4.016072419532454,3.981333588390323
523,4.015950355198614,3.981152241252171
524,4.015828258746764,3.980970818373590
525,4.015706130158431,3.980789319691293
526,4.015583969415125,3.980607745141914
527,4.015461776498339,3.980426094662009
528,4.015339551389548,3.980244368188052
529,4.015217294070212,3.980062565656438
530,4.015095004521769,3.979880687003484
531,4.014972682725647,3.979698732165423
532,4.014850328663250,3.979516701078413
533,4.014727942315969,3.979334593678527
534,4.014605523665176,3.979152409901761
535,4.014483072692225,3.978970149684029
536,4.014360589378455,3.978787812961162
537,4.014238073705187,3.978605399668916
538,4.014115525653721,3.978422909742960
539,4.013992945205345,3.978240343118886
540,4.013870332341327,3.978057699732203
541,4.013747687042916,3.977874979518337
542,4.013625009291348,3.977692182412637
543,4.013502299067837,3.977509308350367
544,4.013379556353581,3.977326357266709
545,4.013256781129763,3.977143329096765
546,4.013133973377544,3.976960223775554
547,4.013011133078070,3.976777041238011
548,4.012888260212470,3.976593781418993
549,4.012765354761854,3.976410444253271
550,4.012642416707315,3.976227029675534
551,4.012519446029928,3.976043537620389
552,4.012396442710751,3.975859968022359
553,4.012273406730822,3.975676320815886
554,4.012150338071166,3.975492595935326
555,4.012027236712785,3.975308793314955
556,4.011904102636667,3.975124912888963
557,4.011780935823779,3.974940954591456
558,4.011657736255074,3.974756918356460
559,4.011534503911485,3.974572804117912
560,4.011411238773926,3.974388611809668
561,4.011287940823295,3.974204341365501
562,4.011164610040471,3.974019992719096
563,4.011041246406316,3.973835565804058
564,4.010917849901674,3.973651060553903
565,4.010794420507371,3.973466476902065
566,4.010670958204212,3.973281814781892
567,4.010547462972990,3.973097074126648
568,4.010423934794474,3.972912254869511
569,4.010300373649420,3.972727356943575
570,4.010176779518560,3.972542380281845
571,4.010053152382614,3.972357324817245
572,4.009929492222280,3.972172190482610
573,4.009805799018240,3.971986977210691
574,4.009682072751156,3.971801684934151
575,4.009558313401672,3.971616313585570
576,4.009434520950415,3.971430863097437
577,4.009310695377994,3.971245333402159
578,4.009186836664997,3.971059724432054
579,4.009062944791996,3.970874036119354
580,4.008939019739546,3.970688268396203
581,4.008815061488179,3.970502421194660
582,4.008691070018413,3.970316494446695
583,4.008567045310747,3.970130488084190
584,4.008442987345659,3.969944402038942
585,4.008318896103611,3.969758236242658
586,4.008194771565044,3.969571990626960
587,4.008070613710386,3.969385665123377
588,4.007946422520039,3.969199259663356
589,4.007822197974392,3.969012774178251
590,4.007697940053812,3.968826208599329
591,4.007573648738651,3.968639562857770
592,4.007449324009240,3.968452836884663
593,4.007324965845891,3.968266030611010
594,4.007200574228897,3.968079143967723
595,4.007076149138537,3.967892176885623
596,4.006951690555065,3.967705129295446
597,4.006827198458718,3.967518001127834
598,4.006702672829717,3.967330792313343
599,4.006578113648263,3.967143502782436
600,4.006453520894536,3.966956132465489
601,4.006328894548699,3.966768681292786
602,4.006204234590896,3.966581149194520
603,4.006079541001253,3.966393536100797
604,4.005954813759875,3.966205841941628
605,4.005830052846850,3.966018066646936
606,4.005705258242246,3.965830210146553
607,4.005580429926112,3.965642272370220
608,4.005455567878477,3.965454253247585
609,4.005330672079355,3.965266152708207
610,4.005205742508736,3.965077970681551
611,4.005080779146593,3.964889707096992
612,4.004955781972882,3.964701361883814
613,4.004830750967535,3.964512934971206
614,4.004705686110470,3.964324426288268
615,4.004580587381582,3.964135835764006
616,4.004455454760750,3.963947163327334
617,4.004330288227830,3.963758408907072
618,4.004205087762662,3.963569572431949
619,4.004079853345066,3.963380653830601
620,4.003954584954840,3.963191653031569
621,4.003829282571767,3.963002569963303
622,4.003703946175609,3.962813404554158
623,4.003578575746105,3.962624156732395
624,4.003453171262981,3.962434826426184
625,4.003327732705938,3.962245413563598
626,4.003202260054662,3.962055918072617
627,4.003076753288815,3.961866339881127
628,4.002951212388044,3.961676678916919
629,4.002825637331973,3.961486935107690
630,4.002700028100207,3.961297108381041
631,4.002574384672335,3.961107198664480
632,4.002448707027920,3.960917205885418
633,4.002322995146511,3.960727129971173
634,4.002197249007635,3.960536970848965
635,4.002071468590799,3.960346728445920
636,4.001945653875492,3.960156402689067
637,4.001819804841180,3.959965993505341
638,4.001693921467313,3.959775500821578
639,4.001568003733318,3.959584924564522
640,4.001442051618606,3.959394264660816
641,4.001316065102564,3.959203521037009
642,4.001190044164562,3.959012693619553
643,4.001063988783947,3.958821782334802
644,4.000937898940051,3.958630787109014
645,4.000811774612181,3.958439707868349
646,4.000685615779627,3.958248544538870
647,4.000559422421659,3.958057297046542
648,4.000433194517524,3.957865965317232
649,4.000306932046453,3.957674549276710
650,4.000180634987655,3.957483048850647
651,4.000054303320318,3.957291463964616
652,3.999927937023611,3.957099794544090
653,3.999801536076682,3.956908040514447
654,3.999675100458661,3.956716201800962
655,3.999548630148655,3.956524278328814
656,3.999422125125752,3.956332270023080
657,3.999295585369020,3.956140176808741
658,3.999169010857506,3.955947998610676
659,3.999042401570237,3.955755735353664
660,3.998915757486220,3.955563386962387
661,3.998789078584442,3.955370953361423
662,3.998662364843867,3.955178434475253
663,3.998535616243442,3.954985830228256
664,3.998408832762092,3.954793140544710
665,3.998282014378720,3.954600365348794
666,3.998155161072212,3.954407504564584
667,3.998028272821430,3.954214558116056
668,3.997901349605217,3.954021525927085
669,3.997774391402396,3.953828407921443
670,3.997647398191769,3.953635204022801
671,3.997520369952115,3.953441914154729
672,3.997393306662196,3.953248538240695
673,3.997266208300751,3.953055076204062
674,3.997139074846499,3.952861527968095
675,3.997011906278138,3.952667893455952
676,3.996884702574346,3.952474172590692
677,3.996757463713778,3.952280365295268
678,3.996630189675071,3.952086471492531
679,3.996502880436839,3.951892491105230
680,3.996375535977676,3.951698424056009
681,3.996248156276156,3.951504270267407
682,3.996120741310829,3.951310029661863
683,3.995993291060227,3.951115702161708
684,3.995865805502860,3.950921287689170
685,3.995738284617217,3.950726786166375
686,3.995610728381765,3.950532197515340
687,3.995483136774952,3.950337521657981
688,3.995355509775203,3.950142758516106
689,3.995227847360923,3.949947908011421
690,3.995100149510494,3.949752970065523
691,3.994972416202279,3.949557944599906
692,3.994844647414618,3.949362831535958
693,3.994716843125831,3.949167630794960
694,3.994589003314217,3.948972342298088
695,3.994461127958052,3.948776965966410
696,3.994333217035592,3.948581501720890
697,3.994205270525071,3.948385949482382
698,3.994077288404702,3.948190309171636
699,3.993949270652676,3.947994580709293
700,3.993821217247162,3.947798764015888
701,3.993693128166310,3.947602859011849
702,3.993565003388245,3.947406865617493
703,3.993436842891074,3.947210783753034
704,3.993308646652880,3.947014613338573
705,3.993180414651724,3.946818354294106
706,3.993052146865648,3.946622006539520
707,3.992923843272670,3.946425569994593
708,3.992795503850787,3.946229044578993
709,3.992667128577974,3.946032430212281
710,3.992538717432185,3.945835726813907
711,3.992410270391352,3.945638934303213
712,3.992281787433383,3.945442052599431
713,3.992153268536168,3.945245081621681
714,3.992024713677573,3.945048021288977
715,3.991896122835442,3.944850871520219
716,3.991767495987596,3.944653632234199
717,3.991638833111837,3.944456303349596
718,3.991510134185943,3.944258884784981
719,3.991381399187670,3.944061376458812
720,3.991252628094752,3.943863778289436
721,3.991123820884902,3.943666090195089
722,3.990994977535809,3.943468312093895
723,3.990866098025141,3.943270443903867
724,3.990737182330545,3.943072485542904
725,3.990608230429642,3.942874436928795
726,3.990479242300036,3.942676297979215
727,3.990350217919304,3.942478068611726
728,3.990221157265004,3.942279748743780
729,3.990092060314669,3.942081338292712
730,3.989962927045812,3.941882837175745
731,3.989833757435922,3.941684245309991
732,3.989704551462467,3.941485562612444
733,3.989575309102891,3.941286788999989
734,3.989446030334616,3.941087924389392
735,3.989316715135042,3.940888968697307
736,3.989187363481546,3.940689921840275
737,3.989057975351483,3.940490783734719
738,3.988928550722185,3.940291554296949
739,3.988799089570961,3.940092233443160
740,3.988669591875098,3.939892821089430
741,3.988540057611859,3.939693317151724
742,3.988410486758486,3.939493721545887
743,3.988280879292197,3.939294034187653
744,3.988151235190189,3.939094254992637
745,3.988021554429633,3.938894383876336
746,3.987891836987681,3.938694420754135
747,3.987762082841458,3.938494365541296
748,3.987632291968069,3.938294218152970
749,3.987502464344596,3.938093978504187
750,3.987372599948097,3.937893646509861
751,3.987242698755606,3.937693222084786
752,3.987112760744137,3.937492705143640
753,3.986982785890678,3.937292095600983
754,3.986852774172196,3.937091393371257
755,3.986722725565632,3.936890598368783
756,3.986592640047907,3.936689710507765
757,3.986462517595918,3.936488729702287
758,3.986332358186537,3.936287655866315
759,3.986202161796615,3.936086488913694
760,3.986071928402978,3.935885228758151
761,3.985941657982430,3.935683875313292
762,3.985811350511750,3.935482428492601
763,3.985681005967696,3.935280888209446
764,3.985550624327001,3.935079254377070
765,3.985420205566373,3.934877526908598
766,3.985289749662500,3.934675705717033
767,3.985159256592045,3.934473790715256
768,3.985028726331645,3.934271781816028
769,3.984898158857918,3.934069678931987
770,3.984767554147454,3.933867481975649
771,3.984636912176822,3.933665190859409
772,3.984506232922568,3.933462805495539
773,3.984375516361210,3.933260325796187
774,3.984244762469248,3.933057751673380
775,3.984113971223153,3.932855083039021
