Iteration,log_10 Error
1338.000000,-8.912028
1339.000000,-8.931248
1340.000000,-8.952023
1341.000000,-8.966584
1342.000000,-8.991306
1343.000000,-8.998705
1344.000000,-9.029481
1345.000000,-9.048890
1346.000000,-9.065943
1347.000000,-9.088554
1348.000000,-9.099776
1349.000000,-9.127322
1350.000000,-9.145624
1351.000000,-9.164699
1352.000000,-9.185597
1353.000000,-9.199933
1354.000000,-9.224844
1355.000000,-9.231897
1356.000000,-9.262965
1357.000000,-9.282474
1358.000000,-9.299342
1359.000000,-9.322109
1360.000000,-9.333044
1361.000000,-9.360832
1362.000000,-9.379218
1363.000000,-9.398139
1364.000000,-9.419166
1365.000000,-9.433265
1366.000000,-9.458377
1367.000000,-9.465064
1368.000000,-9.496440
1369.000000,-9.516056
1370.000000,-9.532727
1371.000000,-9.555661
1372.000000,-9.566292
1373.000000,-9.594336
1374.000000,-9.612809
1375.000000,-9.631570
1376.000000,-9.652733
1377.000000,-9.666582
1378.000000,-9.691905
1379.000000,-9.698208
1380.000000,-9.729907
1381.000000,-9.749635
1382.000000,-9.766102
1383.000000,-9.789208
1384.000000,-9.799524
1385.000000,-9.827834
1386.000000,-9.846399
1387.000000,-9.864991
1388.000000,-9.886297
1389.000000,-9.899886
1390.000000,-9.925428
1391.000000,-9.943052
1392.000000,-9.963368
1393.000000,-9.983212
1394.000000,-9.999466
1395.000000,-10.022753
1396.000000,-10.032740
1397.000000,-10.061328
1398.000000,-10.079987
1399.000000,-10.098405
1400.000000,-10.119858
1401.000000,-10.133178
1402.000000,-10.158948
1403.000000,-10.176649
1404.000000,-10.196823
1405.000000,-10.216787
1406.000000,-10.232821
1407.000000,-10.256294
1408.000000,-10.265943
1409.000000,-10.294816
1410.000000,-10.313573
1411.000000,-10.331812
1412.000000,-10.353417
1413.000000,-10.366459
1414.000000,-10.392464
1415.000000,-10.410244
1416.000000,-10.430272
1417.000000,-10.450360
1418.000000,-10.466167
1419.000000,-10.489832
1420.000000,-10.499132
1421.000000,-10.528300
1422.000000,-10.547158
1423.000000,-10.565212
1424.000000,-10.586974
1425.000000,-10.599730
1426.000000,-10.625976
1427.000000,-10.643839
1428.000000,-10.663716
1429.000000,-10.683932
1430.000000,-10.699505
1431.000000,-10.723368
1432.000000,-10.732309
1433.000000,-10.761780
1434.000000,-10.780742
1435.000000,-10.798605
1436.000000,-10.820528
1437.000000,-10.832991
1438.000000,-10.859485
1439.000000,-10.877432
1440.000000,-10.897155
1441.000000,-10.917502
1442.000000,-10.932836
1443.000000,-10.956901
1444.000000,-10.965475
1445.000000,-10.995255
1446.000000,-11.014324
1447.000000,-11.031993
1448.000000,-11.054080
1449.000000,-11.066243
1450.000000,-11.092991
1451.000000,-11.111024
1452.000000,-11.130589
1453.000000,-11.151070
1454.000000,-11.166158
1455.000000,-11.190431
1456.000000,-11.198629
1457.000000,-11.228727
1458.000000,-11.247905
1459.000000,-11.265374
1460.000000,-11.287631
1461.000000,-11.299486
1462.000000,-11.326494
1463.000000,-11.344615
1464.000000,-11.364018
1465.000000,-11.384636
1466.000000,-11.399474
1467.000000,-11.423959
1468.000000,-11.431772
1469.000000,-11.462195
1470.000000,-11.481484
1471.000000,-11.498749
1472.000000,-11.521179
1473.000000,-11.532720
1474.000000,-11.559994
1475.000000,-11.578206
1476.000000,-11.597442
1477.000000,-11.618201
1478.000000,-11.632782
1479.000000,-11.657484
1480.000000,-11.664904
1481.000000,-11.695659
1482.000000,-11.715063
1483.000000,-11.732119
1484.000000,-11.754725
1485.000000,-11.765945
1486.000000,-11.793490
1487.000000,-11.811795
1488.000000,-11.830862
1489.000000,-11.851764
1490.000000,-11.866084
1491.000000,-11.891007
1492.000000,-11.898026
1493.000000,-11.929120
1494.000000,-11.948640
1495.000000,-11.965483
1496.000000,-11.988270
1497.000000,-11.999161
1498.000000,-12.026984
1499.000000,-12.045383
1500.000000,-12.064276
1501.000000,-12.085326
1502.000000,-12.099378
1503.000000,-12.124528
1504.000000,-12.131137
1505.000000,-12.162576
1506.000000,-12.182216
1507.000000,-12.198840
1508.000000,-12.221812
1509.000000,-12.232368
1510.000000,-12.260474
1511.000000,-12.278970
1512.000000,-12.297686
1513.000000,-12.318886
1514.000000,-12.332664
1515.000000,-12.358046
1516.000000,-12.375615
1517.000000,-12.396029
1518.000000,-12.415790
1519.000000,-12.432192
1520.000000,-12.455353
1521.000000,-12.465566
1522.000000,-12.493962
1523.000000,-12.512556
1524.000000,-12.531092
1525.000000,-12.552445
1526.000000,-12.565944
1527.000000,-12.591562
1528.000000,-12.609211
1529.000000,-12.629478
1530.000000,-12.649363
1531.000000,-12.665539
1532.000000,-12.688891
1533.000000,-12.698756
1534.000000,-12.727446
1535.000000,-12.746141
1536.000000,-12.764492
1537.000000,-12.786002
1538.000000,-12.799216
1539.000000,-12.825075
1540.000000,-12.842806
1541.000000,-12.862923
1542.000000,-12.882935
1543.000000,-12.898879
1544.000000,-12.922427
1545.000000,-12.931936
1546.000000,-12.960927
1547.000000,-12.979725
1548.000000,-12.997888
1549.000000,-13.019557
1550.000000,-13.032481
1551.000000,-13.058585
1552.000000,-13.076399
1553.000000,-13.096364
1554.000000,-13.116506
1555.000000,-13.132213
1556.000000,-13.155962
1557.000000,-13.165107
1558.000000,-13.194405
1559.000000,-13.213308
1560.000000,-13.231279
1561.000000,-13.253111
1562.000000,-13.265738
1563.000000,-13.292093
1564.000000,-13.309992
1565.000000,-13.329801
1566.000000,-13.350075
1567.000000,-13.365541
1568.000000,-13.389494
1569.000000,-13.398269
1570.000000,-13.427880
1571.000000,-13.446890
1572.000000,-13.464664
1573.000000,-13.486662
1574.000000,-13.498987
1575.000000,-13.525598
1576.000000,-13.543584
1577.000000,-13.563234
1578.000000,-13.583643
1579.000000,-13.598862
1580.000000,-13.623024
1581.000000,-13.631421
1582.000000,-13.661351
1583.000000,-13.680471
1584.000000,-13.698045
1585.000000,-13.720213
1586.000000,-13.732229
1587.000000,-13.759101
1588.000000,-13.777176
1589.000000,-13.796663
1590.000000,-13.817209
1591.000000,-13.832177
1592.000000,-13.856552
1593.000000,-13.864564
1594.000000,-13.894819
1595.000000,-13.914050
1596.000000,-13.931421
1597.000000,-13.953761
1598.000000,-13.965463
1599.000000,-13.992601
1600.000000,-14.010766
1601.000000,-14.030087
1602.000000,-14.050774
1603.000000,-14.065486
1604.000000,-14.090078
1605.000000,-14.097697
1606.000000,-14.128284
1607.000000,-14.147629
1608.000000,-14.164791
1609.000000,-14.187308
1610.000000,-14.198689
1611.000000,-14.226098
1612.000000,-14.244355
1613.000000,-14.263507
1614.000000,-14.284338
1615.000000,-14.298789
1616.000000,-14.323601
1617.000000,-14.330821
1618.000000,-14.361745
1619.000000,-14.381206
1620.000000,-14.398155
1621.000000,-14.420852
1622.000000,-14.431907
1623.000000,-14.459592
1624.000000,-14.477944
1625.000000,-14.496923
1626.000000,-14.517900
1627.000000,-14.532084
1628.000000,-14.557122
1629.000000,-14.563934
1630.000000,-14.595202
1631.000000,-14.614782
1632.000000,-14.631515
1633.000000,-14.654395
1634.000000,-14.665116
1635.000000,-14.693083
1636.000000,-14.711531
1637.000000,-14.730335
1638.000000,-14.751461
1639.000000,-14.765373
1640.000000,-14.790641
1641.000000,-14.797037
1642.000000,-14.828656
1643.000000,-14.848357
1644.000000,-14.864869
1645.000000,-14.887936
1646.000000,-14.898317
1647.000000,-14.926571
1648.000000,-14.945117
1649.000000,-14.963741
1650.000000,-14.985020
1651.000000,-14.998655
1652.000000,-15.024157
1653.000000,-15.041768
1654.000000,-15.062106
1655.000000,-15.081931
1656.000000,-15.098217
1657.000000,-15.121476
1658.000000,-15.131510
1659.000000,-15.160057
1660.000000,-15.178703
1661.000000,-15.197144
1662.000000,-15.218577
1663.000000,-15.231930
1664.000000,-15.257671
1665.000000,-15.275363
1666.000000,-15.295552
1667.000000,-15.315503
1668.000000,-15.331559
1669.000000,-15.355013
1670.000000,-15.364694
1671.000000,-15.393539
1672.000000,-15.412287
1673.000000,-15.430541
1674.000000,-15.452133
1675.000000,-15.465197
1676.000000,-15.491183
1677.000000,-15.508957
1678.000000,-15.528995
1679.000000,-15.549074
1680.000000,-15.564895
1681.000000,-15.588548
1682.000000,-15.597868
1683.000000,-15.627018
1684.000000,-15.645871
1685.000000,-15.663934
1686.000000,-15.685687
1687.000000,-15.698457
1688.000000,-15.724692
1689.000000,-15.742550
1690.000000,-15.762434
1691.000000,-15.782644
1692.000000,-15.798226
1693.000000,-15.822081
1694.000000,-15.831034
1695.000000,-15.860494
1696.000000,-15.879453
1697.000000,-15.897322
1698.000000,-15.919240
1699.000000,-15.931710
1700.000000,-15.958198
1701.000000,-15.976143
1702.000000,-15.995868
1703.000000,-16.016213
