Iteration,Log Error
0.0000000000000000,5.7848166000110126
1.0000000000000000,2.7150256256018808
2.0000000000000000,2.6016814526901055
3.0000000000000000,0.1780395539944923
4.0000000000000000,0.0548322715450361
5.0000000000000000,-2.4332447345383081
6.0000000000000000,-2.5454295351079561
7.0000000000000000,-5.0413288450936360
8.0000000000000000,-5.1646457645199613
9.0000000000000000,-7.6123756876674680
10.0000000000000000,-7.7436924057243859
11.0000000000000000,-10.2380572438933388
12.0000000000000000,-10.3604028124243683
13.0000000000000000,-12.9243949848342528
14.0000000000000000,-12.9898588491373737
15.0000000000000000,-14.1094917301767460
16.0000000000000000,-14.3982872694237169
17.0000000000000000,-13.9292839049262334
18.0000000000000000,-14.8084617345127647
19.0000000000000000,-14.9545897701910029
20.0000000000000000,-14.1911617766280660
21.0000000000000000,-14.2064017431848022
22.0000000000000000,-13.9633636944985078
23.0000000000000000,-15.1764385198073590
