k,ferr
386,0.8092767349872158
387,0.8082244802596702
388,0.8069629113371424
389,0.8059728112795709
390,0.8047852311239510
391,0.8036286638944127
392,0.8026798228818385
393,0.8013921493807791
394,0.8003142761304505
395,0.7993704532323606
396,0.7980346817910806
397,0.7970145189009592
398,0.7959249011843016
399,0.7947012320521833
400,0.7937256254274283
401,0.7925255410886758
402,0.7913880354230144
403,0.7904457512079360
404,0.7891613893555984
405,0.7880890165228451
406,0.7871613796588810
407,0.7858237582214985
408,0.7848022284112464
409,0.7837458876136952
410,0.7825078756137845
411,0.7815249616301199
412,0.7803683736949083
413,0.7792069423151430
414,0.7782550501808984
415,0.7770197922108510
416,0.7759195130072744
417,0.7751052166944475
418,0.7736957104927694
419,0.7726425452982048
420,0.7717027195504870
421,0.7703879476779034
422,0.7693736579969556
423,0.7683331696848722
424,0.7670959520884223
425,0.7661120309431165
426,0.7649905986702867
427,0.7638147298985553
428,0.7628561607821928
429,0.7616692154231359
430,0.7605441238384852
431,0.7596056631926796
432,0.7583654112712164
433,0.7572810378930228
434,0.7564734574057094
435,0.7550757459438042
436,0.7540255197513032
437,0.7531281995870586
438,0.7517995052812122
439,0.7507762715562842
440,0.7498052273563567
441,0.7485318664545165
442,0.7475320284874557
443,0.7464999776140782
444,0.7452739295879368
445,0.7442927101153418
446,0.7432102923202276
447,0.7420223702338318
448,0.7410574166184337
449,0.7399333519333477
450,0.7387781987978769
451,0.7378262018130544
452,0.7366677905941105
453,0.7355390114600109
454,0.7345983939663012
455,0.7334118460884570
456,0.7323057520465244
457,0.7313741244900175
458,0.7301646483676719
459,0.7290765968728231
460,0.7281528684274772
461,0.7269250953085846
462,0.7258524454425300
463,0.7249348042738674
464,0.7236926416417339
465,0.7226318469241940
466,0.7217195043507025
467,0.7204666121815118
468,0.7194156794449877
469,0.7186157283175245
470,0.7172481081862623
471,0.7162034940513268
472,0.7153900525434248
473,0.7140337854646641
474,0.7129946360218137
475,0.7121741430221432
476,0.7108265234659110
477,0.7097895792029756
478,0.7089687354838902
479,0.7076232159256801
480,0.7065877510736529
481,0.7057727111431167
482,0.7044268172947761
483,0.7033896874281332
484,0.7025871618506275
485,0.7012344187553098
486,0.7001948926262681
487,0.6994113589912956
488,0.6980491847265901
489,0.6970039804405651
490,0.6960978793048237
491,0.6948683949648465
492,0.6938165414668362
493,0.6929071611130138
494,0.6916938425986223
495,0.6906324452511625
496,0.6897191267425984
497,0.6885258752499135
498,0.6874529848266321
499,0.6865341660095780
500,0.6853651904058397
501,0.6842772817844067
502,0.6833520978366774
503,0.6822123716026421
504,0.6811069067376002
505,0.6801733944531569
506,0.6790685294230127
507,0.6779409610776667
508,0.6769979250222913
509,0.6759345784496273
510,0.6747814369103124
511,0.6738262841179015
512,0.6728122507833574
513,0.6716273962691777
514,0.6706584175082233
515,0.6697029544918317
516,0.6684814767062376
517,0.6674951051075014
518,0.6666093844737367
519,0.6653426825906524
520,0.6643364160027291
521,0.6635337131012145
522,0.6622146554971540
523,0.6611834167475571
524,0.6602828619675158
525,0.6590964579236187
526,0.6580364073417170
527,0.6571224099912547
528,0.6559913727767214
529,0.6548959339108289
530,0.6539661375748879
531,0.6529018107857597
532,0.6517644660102645
533,0.6508149288448990
534,0.6498312363366238
535,0.6486420293885293
536,0.6476691592812860
537,0.6467834070290465
538,0.6455323960372826
539,0.6445301435763626
540,0.6437640843578267
541,0.6424358430591015
542,0.6413986343035463
543,0.6404946241204379
544,0.6393567404015893
545,0.6382757803945548
546,0.6373518593495144
547,0.6362989941730266
548,0.6351647109894508
549,0.6342154950751431
550,0.6332681212542707
551,0.6320664817563012
552,0.6310864045537978
553,0.6302706745764494
554,0.6289863095888919
555,0.6279665768753625
556,0.6270706600163830
557,0.6259262585617871
558,0.6248576861807855
559,0.6239385578659374
560,0.6228931239238511
561,0.6217619514246920
562,0.6208138348840651
563,0.6198942384874334
564,0.6186844774365332
565,0.6176985860441047
566,0.6168183310596211
567,0.6156282728270784
568,0.6145947859707540
569,0.6136918070275125
570,0.6126006400525059
571,0.6115051173250370
572,0.6105731253475164
573,0.6096101311845381
574,0.6084350652667586
575,0.6074646459951357
576,0.6066687538883274
577,0.6053886175674494
578,0.6043687892491912
579,0.6034720264043364
580,0.6023743988021848
581,0.6012889261477357
582,0.6003611670443796
583,0.5994028334123825
584,0.5982314501372005
585,0.5972619093477489
586,0.5964887460715659
587,0.5952017986575108
588,0.5941773997201485
589,0.5932781912183009
590,0.5922106941729562
591,0.5911120392777819
592,0.5901774387402040
593,0.5892716562299848
594,0.5880738712104919
595,0.5870906795376869
596,0.5862114251416901
597,0.5850706258291828
598,0.5840222531068463
599,0.5831111422553795
600,0.5821163989061793
601,0.5809781822912463
602,0.5800238599478842
603,0.5792298309895123
604,0.5779693426593790
605,0.5769545605976127
606,0.5760598532365586
607,0.5750069945217234
608,0.5739095263449235
609,0.5729740193189994
610,0.5721111899558018
611,0.5708975053140274
612,0.5699056170160985
613,0.5690216470478022
614,0.5679327483396471
615,0.5668610645708478
616,0.5659382499722269
617,0.5650349554171843
618,0.5638514464023516
619,0.5628729020824129
620,0.5619956175137069
621,0.5608896278925238
622,0.5598325788209252
623,0.5589162173772496
624,0.5579976188721028
625,0.5568273376474415
626,0.5558553810959987
627,0.5549810305486065
628,0.5538734029588795
629,0.5528206850611694
630,0.5519065566877730
631,0.5509941445523068
632,0.5498250535022198
633,0.5488523701180094
634,0.5479778022187326
635,0.5468846861320940
636,0.5458271817250189
637,0.5449099552849503
638,0.5440269632962884
639,0.5428438707866586
640,0.5418642707003080
641,0.5409859143047638
642,0.5399233755423257
643,0.5388507558443351
644,0.5379260541616782
645,0.5370967861176862
646,0.5358865256821639
647,0.5348918131519210
648,0.5340060026740092
649,0.5329942683449813
650,0.5318954177290195
651,0.5309566324721399
652,0.5302124461785455
653,0.5289553103634911
654,0.5279370426844779
655,0.5270388533482442
656,0.5261020035202520
657,0.5249620474360627
658,0.5240025507737709
659,0.5231340921979245
660,0.5220559364886674
661,0.5210019512710483
662,0.5200857469737137
663,0.5192562878278012
664,0.5180576112611852
665,0.5170669019868691
666,0.5161827019043214
667,0.5151986450217849
668,0.5140932494671743
669,0.5131499540607672
670,0.5122898533338089
671,0.5111893701695748
672,0.5101542938022671
673,0.5092468618272777
674,0.5083963488010343
675,0.5072161655642365
676,0.5062346192788525
677,0.5053545931757982
678,0.5043699224391430
679,0.5032703538592507
680,0.5023298656143768
681,0.5014709515660922
682,0.5003829722467226
683,0.4993455467149771
684,0.4984368319877279
685,0.4976192119219098
686,0.4964271947925710
687,0.4954376854177359
688,0.4945535717278534
689,0.4936134760046369
690,0.4924944586236262
691,0.4915425755328658
692,0.4906778679099557
693,0.4896412602721122
694,0.4885798463740608
695,0.4876577454463471
696,0.4868084745124754
697,0.4856953122247837
698,0.4846796921879991
699,0.4837813475810313
700,0.4829405231574043
701,0.4817701353632443
702,0.4807912258684840
703,0.4799119959050266
704,0.4789749106663568
705,0.4778617256934063
706,0.4769123979451207
707,0.4760486327991100
708,0.4750338934626145
709,0.4739669518184879
710,0.4730416162799118
711,0.4721904489923016
712,0.4711127608387435
713,0.4700834216066325
714,0.4691776614951369
715,0.4684131541967610
716,0.4672089296606644
717,0.4662099215321623
718,0.4653200053510855
719,0.4644749369610125
720,0.4633183634200352
721,0.4623442833899681
722,0.4614674368240255
723,0.4605563207183535
724,0.4594389574867704
725,0.4584854325123680
726,0.4576194043661915
727,0.4566540988262723
728,0.4555690681839145
729,0.4546325275580896
730,0.4537754746225123
731,0.4527657611105476
732,0.4517074070422681
733,0.4507849073722352
734,0.4499353057081672
735,0.4488893374936518
736,0.4478529615564771
737,0.4469420511279603
738,0.4460986271511846
739,0.4450232804086136
740,0.4440049355896357
741,0.4431035483330105
742,0.4423754479266531
743,0.4411662873436630
744,0.4401626739408224
745,0.4392690771650839
746,0.4385039336475637
747,0.4373175175278262
748,0.4363257273019434
749,0.4354383867019939
750,0.4346447464568897
751,0.4334762349349200
752,0.4324937179600523
753,0.4316112817185860
754,0.4307967912089241
755,0.4296418840117189
756,0.4286663621150577
757,0.4277876157602942
758,0.4269592645441846
759,0.4258140616360580
760,0.4248434558730974
761,0.4239672842145838
762,0.4231316145463374
763,0.4219924971714087
764,0.4210248654261439
765,0.4201502195397909
766,0.4193135132200738
767,0.4181770391859315
768,0.4172105207118411
769,0.4163363883077519
770,0.4155048398239186
771,0.4143676478823897
772,0.4134004120941239
773,0.4125257898435884
774,0.4117056738405795
775,0.4105643926753054
776,0.4095945898100437
777,0.4087184563530974
778,0.4079162970034178
779,0.4067674546884069
780,0.4057931661074611
781,0.4049144545235132
782,0.4041372043744897
783,0.4029771342575340
784,0.4019963201685488
785,0.4011138886767137
786,0.4003691250346729
787,0.3991938638367516
788,0.3982043060886090
789,0.3973169056507781
790,0.3964862637172683
791,0.3954183169868542
792,0.3944174981859846
793,0.3935237043006818
794,0.3926895252512848
795,0.3916511881880838
796,0.3906363168920797
797,0.3897345419614940
798,0.3888959257867934
799,0.3878934602517121
800,0.3868613325720037
801,0.3859497470096435
802,0.3851056528472805
803,0.3841463779169457
804,0.3830932676179532
805,0.3821697359234001
806,0.3813189451711210
807,0.3804115093321149
808,0.3793330327633327
809,0.3783950346428153
810,0.3775361053023378
811,0.3766908260287973
812,0.3755817743282042
813,0.3746263063586920
814,0.3737575159732160
815,0.3729868069086205
816,0.3718409357041866
817,0.3708643876963389
818,0.3699836614498303
819,0.3691566549480592
820,0.3681113261263072
821,0.3671096970555197
822,0.3662147262984896
823,0.3653796714798073
824,0.3643960016189304
825,0.3633640582517330
826,0.3624518236884117
827,0.3616069701274507
828,0.3606977980843751
829,0.3596291235296062
830,0.3586959164119906
831,0.3578391096879883
832,0.3570203221450937
833,0.3559069982032374
834,0.3549482342051059
835,0.3540768059821167
836,0.3532552059800844
837,0.3522004586714838
838,0.3512103870938674
839,0.3503209840343215
840,0.3494891680263053
841,0.3485129443233294
842,0.3474844037287919
843,0.3465728407465588
844,0.3457283758595288
845,0.3448489565929003
846,0.3437729298658665
847,0.3428339262561384
848,0.3419737380888344
849,0.3412143405113510
850,0.3400794085946325
851,0.3391062621728646
852,0.3382264427975537
853,0.3373999410341363
854,0.3364072768256971
855,0.3353918174200876
856,0.3344875916521343
857,0.3336470241765166
858,0.3327630713250090
859,0.3316944904466071
860,0.3307595354520294
861,0.3299011844064620
862,0.3291544187785179
863,0.3280187849713257
864,0.3270449376422144
865,0.3261639932260599
866,0.3253369476261024
867,0.3243708019608087
868,0.3233473954828979
869,0.3224375597478288
870,0.3215937968926104
871,0.3207585227289166
872,0.3196716615499603
873,0.3187247107963924
874,0.3178593934726592
875,0.3170412741899426
876,0.3160231980508861
877,0.3150286379541884
878,0.3141355807214710
879,0.3133013011852048
880,0.3124111568932211
881,0.3113548230467778
882,0.3104256668244040
883,0.3095702687287617
884,0.3088471171654115
885,0.3077101629925125
886,0.3067337666744459
887,0.3058506269983349
888,0.3050222278250675
889,0.3041042338757002
890,0.3030655865369176
891,0.3021457615139055
892,0.3012958848947834
893,0.3005500406235663
894,0.2994289319024332
895,0.2984603489562930
896,0.2975818301553874
897,0.2967559607759328
898,0.2958335274053923
899,0.2948001576209432
900,0.2938834654001364
901,0.2930350750397599
902,0.2922949341615817
903,0.2911745663596187
904,0.2902064736857261
905,0.2893276419437060
906,0.2885016867881289
907,0.2875962415280127
908,0.2865584639370514
909,0.2856382157508442
910,0.2847877948793467
911,0.2840829044963100
912,0.2829501434629232
913,0.2819732527831798
914,0.2810892625426373
915,0.2802600626477086
916,0.2793955515730116
917,0.2783411640951150
918,0.2774111120580969
919,0.2765544815665191
920,0.2757416281988206
921,0.2747554880686937
922,0.2737615727204479
923,0.2728667695903895
924,0.2720312313640900
925,0.2712349732197691
926,0.2701520259128787
927,0.2692038222841436
928,0.2683364412048073
929,0.2675170674624411
930,0.2665979384301068
931,0.2655749673471874
932,0.2646628699571818
933,0.2638167051849851
934,0.2630101133466964
935,0.2619951271986544
936,0.2610196304002448
937,0.2601353373735978
938,0.2593059415409721
939,0.2584855948665916
940,0.2574197158885145
941,0.2564808773492491
942,0.2556187465069507
943,0.2548024880799685
944,0.2538813443956068
945,0.2528643842164457
946,0.2519552314726740
947,0.2511106162796351
948,0.2503049969096689
949,0.2493035882207210
950,0.2483262763255942
951,0.2474404032018796
952,0.2466099409159905
953,0.2458244657536361
954,0.2447478201311292
955,0.2438016094758710
956,0.2429346956210748
957,0.2421155078598462
958,0.2412428469635960
959,0.2402082782719702
960,0.2392878342414923
961,0.2384361421010465
962,0.2376262747239230
963,0.2366830927212842
964,0.2356833462400849
965,0.2347833247608766
966,0.2339441536406588
967,0.2331417978349930
968,0.2321414036463778
969,0.2311694356334131
970,0.2302865069511391
971,0.2294574948352110
972,0.2286944225588744
973,0.2276144965747553
974,0.2266657354251524
975,0.2257964645035516
976,0.2249758860395411
977,0.2241492712446868
978,0.2231008686435784
979,0.2221704493896814
980,0.2213125356262433
981,0.2204987456382396
982,0.2196205613308457
983,0.2185971482563548
984,0.2176822978106505
985,0.2168335640447419
986,0.2160254942448129
987,0.2151056467764326
988,0.2141032690490193
989,0.2132006231208071
990,0.2123595063297049
991,0.2115560142666649
992,0.2106028558975163
993,0.2096169153036481
994,0.2087245928940743
995,0.2078895570320713
996,0.2070898998141151
997,0.2061105909576917
998,0.2051383311360398
999,0.2042538698141887
1000,0.2034237943996199
1001,0.2027263421440765
1002,0.2014364719329007
1003,0.1977574783830636
1004,0.1891918502452151
1005,0.1882458770051544
1006,0.1872648982503447
1007,0.1863743050580103
1008,0.1855402003817649
1009,0.1847410925430006
1010,0.1837948803725121
1011,0.1828152609504239
1012,0.1819257259659128
1013,0.1810920285827743
1014,0.1802932674752625
1015,0.1793520857399726
1016,0.1783720729489296
1017,0.1774817112072518
1018,0.1766476187265408
1019,0.1758485328761420
1020,0.1749177106540747
1021,0.1739343782970833
1022,0.1730421574363451
1023,0.1722066427307022
1024,0.1714067599969795
1025,0.1704919089409282
1026,0.1695034228684442
1027,0.1686073630502482
1028,0.1677695674568477
1029,0.1669681652858054
1030,0.1660752906030208
1031,0.1650784482543615
1032,0.1641773761389991
1033,0.1633361448933504
1034,0.1625326785497626
1035,0.1616684082458603
1036,0.1606610425418538
1037,0.1597526697649657
1038,0.1589069791081163
1039,0.1581005925869463
1040,0.1572723724084179
1041,0.1562506416558269
1042,0.1553334818618198
1043,0.1544819091436031
1044,0.1536719100938473
1045,0.1528882486110499
1046,0.1518493399251625
1047,0.1509205254825096
1048,0.1500617420468467
1049,0.1492470334127051
1050,0.1485178609121152
1051,0.1472781582399224
1052,0.1426567432439672
1053,0.1350855456469080
1054,0.1340404762206871
1055,0.1331195071046111
1056,0.1322652273362195
1057,0.1314532569414761
1058,0.1307332513933862
1059,0.1294870539081793
1060,0.1247449366341061
1061,0.1173126283905299
1062,0.1162510582052269
1063,0.1153420479905081
1064,0.1144949806157591
1065,0.1136875224290708
1066,0.1129573010137196
1067,0.1117270224509436
1068,0.1066906533078360
1069,0.0995689466658152
1070,0.0984817257703839
1071,0.0975881137296693
1072,0.0967505913107514
1073,0.0959492149050143
1074,0.0951900334877512
1075,0.0939973151464139
1076,0.0885131912268316
1077,0.0818540777669253
1078,0.0807338880325800
1079,0.0798582139166650
1080,0.0790320311292036
1081,0.0782379873136507
1082,0.0774331901753094
1083,0.0764303691379693
1084,0.0755212194097300
1085,0.0746728773800957
1086,0.0738644552533746
1087,0.0730820264212725
1088,0.0721582340870267
1089,0.0712052729690340
1090,0.0703284525642162
1091,0.0695011925537062
1092,0.0687065192997327
1093,0.0679273038535676
1094,0.0669178104874883
1095,0.0660032981164237
1096,0.0651514728154274
1097,0.0643405579818715
1098,0.0635565867569171
1099,0.0626667987533853
1100,0.0617033443251749
1101,0.0608189012700248
1102,0.0599866781340097
1103,0.0591886220550176
1104,0.0584652117362518
1105,0.0572388851347333
1106,0.0516942405819036
1107,0.0451326556850708
1108,0.0439942369658156
1109,0.0431343520363584
1110,0.0423180455833934
1111,0.0415304653861420
1112,0.0407207059092112
1113,0.0397321693319268
1114,0.0388306718923586
1115,0.0379865142322747
1116,0.0371805641148431
1117,0.0363998592577872
1118,0.0355191497172025
1119,0.0345601048101169
1120,0.0336779325571374
1121,0.0328465214324603
1122,0.0320489908918780
1123,0.0313744826430701
1124,0.0300971318493137
1125,0.0246353964730348
1126,0.0180175663556949
1127,0.0168767300750669
1128,0.0160237742514485
1129,0.0152116197079327
1130,0.0144268706726306
1131,0.0136338862585469
1132,0.0126478930756685
1133,0.0117463883644141
1134,0.0109018535000959
1135,0.0100952954065379
1136,0.0093142914913202
1137,0.0084851370149908
1138,0.0075146184858111
1139,0.0066232977023351
1140,0.0057854709071669
1141,0.0049833780946795
1142,0.0042053739765071
1143,0.0033485606166577
1144,0.0023901454352036
1145,0.0015067747950914
1146,0.0006741817351126
1147,-0.0001244228085918
1148,-0.0009000733331765
1149,-0.0017770615642937
1150,-0.0027263139181476
1151,-0.0036036899204355
1152,-0.0044323451551793
1153,-0.0052283236573052
1154,-0.0060021933404927
1155,-0.0068926148516021
1156,-0.0078353284898395
1157,-0.0087084623631778
1158,-0.0095343464890386
1159,-0.0103284787672950
1160,-0.0111010881222467
1161,-0.0119987034831912
1162,-0.0129372814865969
1163,-0.0138077858337029
1164,-0.0146319778684719
1165,-0.0154249887753688
1166,-0.0161968241702152
1167,-0.0170956858037328
1168,-0.0180323924759390
1169,-0.0189017947542803
1170,-0.0197253222897132
1171,-0.0205179058739406
1172,-0.0212894355823647
1173,-0.0221836953789657
1174,-0.0231207301614710
1175,-0.0239905222798759
1176,-0.0248143946080978
1177,-0.0256072363656790
1178,-0.0263789254775585
1179,-0.0272626498305687
1180,-0.0282022169646363
1181,-0.0290739024445086
1182,-0.0298991423468700
1183,-0.0306929407708271
1184,-0.0314652657673822
1185,-0.0323322482378129
1186,-0.0332766258812523
1187,-0.0341517670883271
1188,-0.0349794429683085
1189,-0.0357749315346477
1190,-0.0365483952950267
1191,-0.0373919570985228
1192,-0.0383435695059538
1193,-0.0392238374234167
1194,-0.0400550974635756
1195,-0.0408530682052894
1196,-0.0416282162311124
1197,-0.0424409840054107
1198,-0.0434024805443571
1199,-0.0442897097043077
1200,-0.0451258198480340
1201,-0.0459271497669805
1202,-0.0467045884880546
1203,-0.0474782372955111
1204,-0.0486256740792412
1205,-0.0555022073653735
1206,-0.0606414203910515
1207,-0.0621497873566722
1208,-0.0639326455435218
1209,-0.0677977702343992
1210,-0.0701064684725564
1211,-0.0732534690791385
1212,-0.0762758727330893
1213,-0.0785056779243793
1214,-0.0824410341486236
1215,-0.0843312201655460
1216,-0.0857199231107521
1217,-0.0914315946703175
1218,-0.0976963104702126
1219,-0.0989581528619380
1220,-0.1009830067075980
1221,-0.1046229618791698
1222,-0.1071397618733694
1223,-0.1101445600473984
1224,-0.1132926637770003
1225,-0.1155394194742922
1226,-0.1194420438845825
1227,-0.1213869641090849
1228,-0.1227110101845537
1229,-0.1290584585683150
1230,-0.1346601937621998
1231,-0.1361762306543023
1232,-0.1379335790988251
1233,-0.1420862674140609
1234,-0.1498589164221804
1235,-0.1510021876218423
1236,-0.1518229277523399
1237,-0.1526143781276129
1238,-0.1533849827477499
1239,-0.1540595575653137
1240,-0.1553031949701404
