k,ferr
0,5.3053513694466234
1,4.1728789761923712
2,3.2454486920093695
3,2.5184942994856176
4,2.3555334920219133
5,2.3503404127904433
6,2.0811409804938235
7,1.9474305175201143
8,1.8157723116096669
9,1.7062269996083386
10,1.4131846242866588
11,1.2657544495608397
12,1.0379223491007845
13,0.6331280166628213
14,0.1873678977536162
15,-0.9706175184265661
16,-1.4414877806374953
17,-2.6130214610272691
18,-4.7630779035851400
19,-7.2633143603163592
20,-11.1577632689088446
21,-16.4169130257918390
